timestamp,lat,lon,heading,in_eca,sulphur,so2_co2,compliance,vessel_name,signature
2025-06-24T16:33:49.699489+00:00,55.747255333333335,6.486939333333333,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,7135029bdbd35a04df43c0c3b7e37de1814352ea26f7dd9b06299167db70e8b0
2025-06-24T16:43:50.700586+00:00,55.87213066666666,6.590562666666667,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,cb2c93a859278524cc139284519377c48eb3fb0d05d47e24f71832b0fa8bb614
2025-06-24T16:53:50.707958+00:00,55.996799,6.694346833333333,24.98,FALSE,0.1,0.9,Compliant,MSC NORA,1efa3cef08a9f4e425b705b75e513475280776a853e112e126c56231bacc792f
2025-06-24T17:03:51.709327+00:00,56.1216735,6.798639,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,5868dd82e76ecca6b13a7c1f11b1972c77e75615129a365a87ee6bf5ba72ec7e
2025-06-24T17:13:51.706934+00:00,56.246345833333336,6.9031005,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,7e63319117f572c3968e3a09104754016ec76855edc797cb24da302325d68c33
2025-06-24T17:23:52.699696+00:00,56.37123033333334,7.0080815,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,575638f677379bf0c956d70230660efc98169e0fc1c5a3c4e33c72424d3a6909
2025-06-24T17:33:52.712548+00:00,56.49590333333333,7.113228333333334,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,847488e093ea1ad40de9795d7b205671f755c4bbfc676564c9d6b3ea642119b5
2025-06-24T17:43:52.714628+00:00,56.620571,7.218716833333334,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,727e6e05eeceadabb932976931091e147e26e65377f639516421a5ac235f3faf
2025-06-24T17:53:52.717085+00:00,56.745244666666665,7.324559333333333,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,5fc2359eb6a3917fbd01bfb4e89581244782f0596d4c109ec2d81d9bc59ac3bc
2025-06-24T18:03:53.708197+00:00,56.87012683333333,7.430931666666667,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,8eef6d5311f842cb76985e3d596a54bfc9c7cd2bb9ad1b1fb5b5a96fc40a84b6
2025-06-24T18:13:54.719736+00:00,56.99501566666667,7.537665333333333,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,16429e04e244cb35a0fce8693e8597eca49c9f20843c77bee6808071a3bbf96d
2025-06-24T18:23:55.710419+00:00,57.119887166666665,7.644743,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,f4ad19a3be5e3e559c661adc7ed199ab036321ab72f799cd33a287003a26a84e
2025-06-24T18:33:55.710464+00:00,57.244572,7.7520215,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,b349404aa49a94e35fa340346e0f530669bbf3abae4fb79447bf539df733a75f
2025-06-24T18:43:56.706605+00:00,57.36945133333333,7.8598315,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,f2813c891609631119806e159f059e8258a8ba654e2c580605b29784ba1b5438
2025-06-24T18:53:56.726395+00:00,57.494126666666666,7.967832333333334,25.02,FALSE,0.1,0.9,Compliant,MSC NORA,88b308313be00efcc9daca8a7da299df8dec99f33641139b2a178cb5204f0a21
2025-06-24T19:03:57.733895+00:00,57.6190105,8.076384,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,338954df7a297991f4dddbd21ba45ca31fd5bd14b77f328b6422f2ad57097931
2025-06-24T19:13:58.709400+00:00,57.74388116666667,8.185297833333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,13d47bcd68c137adca353a9ace44011642679ff8c639af8de58a8633e034d6ac
2025-06-24T19:23:58.711395+00:00,57.86855466666667,8.294415666666668,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,99faf04f1c29b3340f024a8f3f25e2e5ff032f3ba7550fd6a0415cf246c0741f
2025-06-24T19:33:58.712192+00:00,57.993335,8.404006333333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,f1fbe9e2b2e79611ec614367824720c5a54212215145784d479f9d0eca1aaf7e
2025-06-24T19:43:58.721009+00:00,58.11814616666667,8.5140065,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,d28b782426709e343121c31797f0c7068e06323708d59a6c4d9ffc083abd7d22
2025-06-24T19:53:58.739635+00:00,58.24282133333333,8.624272166666668,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,ce34c477b7c0fc384b9c71ae3c626e8a5a6da522deaccaebc4079e98f89b348c
